"SERVER";"TYPE 1";"MODEL";"MARQUE";"TYPE 2";"APP";"VSI";"Criticit?";"DEPART";"RESP";"SITE";"Powerstate";"OS EDITOR";"OS VERSION";"Creation date";"Primary IP Address";"IDRAC / ILO";"Host";"Garantie"
"FRDIASCM11";"PHYSICALSTAGO";;;"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"FRANCE/CASTRIES";"On";;"Microsoft Windows 10 (64-bit)";"01/01/1970 01:00:00";"172.31.134.74";;;"?"
"FRECM97";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.213.77";;"172.17.20.51";
"FRECM98";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.99.61";;"172.17.20.51";"27/01/2020 00:00:00"
"FRECM99";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"OPENTEXT";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.91.61";;"172.17.20.51";
"FRECO01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ECOSPHERE";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.150";;"172.17.20.60";
"FRECO97";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ECOSPHERE";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.105";;"172.17.20.65";
"FRECO98";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ECOSPHERE";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.226";;"172.17.20.68";
"FRECO99";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ECOSPHERE";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.224";;"172.17.20.65";
"FRELI01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ELIOS";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.213.127";;"172.17.20.58";
"FRELI99";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ELIOS";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.213.128";;"172.17.20.64";
"FRESX21";"PHYSICALSTAGO";"Poweredge R510";"DELL";"STAGO - ONPREM";"ESX";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ASNI?RES/ASNI?RES LODGE";"On";"VMWARE";"5.5";"01/01/1970 01:00:00";"172.20.50.35";"172.20.50.36";;"08/01/2016 00:00:00"
"FRFAX01";"PHYSICALSTAGO";"Dell Poweredge 1950";"DELL";"STAGO - ONPREM";"FAXIMECOM";;"Basse";"RSO";"LAMBERT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.20.210.15";;;"?"
"FRFIL01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.38";;"172.17.20.50";"08/01/2016 00:00:00"
"FRFIL02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"192.168.252.18";;"172.17.20.60";"?"
"FRFIL03";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"192.168.252.41";;"172.17.20.68";
"FRGEN02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.210.37";;"172.17.20.65";
"FRFRASCM11";"PHYSICALSTAGO";"DELL";"Optiplex 3060";"STAGO - ONPREM";"SCCM";;"Basse";"INFRA";"RAYMOND";"FRANCE/FRANCONVILLE";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"01/01/1970 01:00:00";"172.31.101.60";;;"?"
"FRGEN03";"PHYSICALSTAGO";"Dell Poweredge 1950";"DELL";"STAGO - ONPREM";"BO";;"Basse";"APPLI";"RANGIRA";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"Off";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.20.210.16";;;"?"
"FRGEN05";"VMSTAGO";"VMWARE";"VMWARE";"STAGO - ONPREM";"PR8";"Oui";"Basse";"APPLI";"BOQUET";"FRANCE/GENNEVILLIERS";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"23/03/2022 07:17:14";"172.31.112.160";;"frspresx012.stago.grp";
"FRGEN11";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BI";;"Basse";"APPLI";"RANGIRA";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.182";;"172.17.20.65";"?"
"FRGEN16";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TEAMCITY";;"Basse";"APPLI";"PUJOLS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.153";;"172.17.20.60";
"FRGEN27";"PHYSICALSTAGO";"Dell Poweredge R710";"DELL";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.20.210.21";;;"?"
"FRGEN19";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"DOORS / ARTISAN";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.39";;"172.17.20.64";
"FRGEN36";"PHYSICALSTAGO";"Dell Poweredge R410";"DELL";"STAGO - ONPREM";"EXALEAD";;"Basse";"APPLI";"BOUTEMY";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.210.136";;;"?"
"FRGEN37";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"INTRAQUALDYNAMIC";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.17";;"172.17.20.52";
"FRGEN29";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"MEMOTECH";;"Basse";"APPLI";"PUJOLS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.16";;"172.17.20.54";
"FRGEN40";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ALFRESCO";;"Basse";"APPLI";"ROBERT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"01/01/1970 01:00:00";"172.31.215.200";;"172.17.20.56";"?"
"FRGEN41";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"TEAMCITY";;"Basse";"APPLI";"PUJOLS";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.41";;"172.17.20.64";
"FRGEN62";"PHYSICALSTAGO";"Dell Poweregde 2850";"DELL";"STAGO - ONPREM";"ACQUIDON";;"Basse";"APPLI";"BOQUET";"FRANCE/TAVERNY/TAVERNY/Etage 01";"On";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.103.236";;;"?"
"FRGTB01";"PHYSICALSTAGO";"Dell Poweredge 2950";"DELL";"STAGO - ONPREM";"GESTION BATIMENTS";;"Basse";"MAINT";"DINCLAUX";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.20.210.17";;;"?"
"FRGEN74";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"COMPASS / FLUCKEMETAL";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.212.127";;"172.17.20.54";
"FRINS06_OLD";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"MANTIS / SVN";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.150";;"172.17.20.59";"?"
"FRINS06";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"MANTIS";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"26/05/2021 18:56:20";"172.31.215.66";;"172.17.20.60";
"FRINS10";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"WORKFLOWSTAGO";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.31.210.152";;"172.17.20.56";
"FRINS11";"PHYSICALSTAGO";"Dell Poweregde 2950";"DELL";"STAGO - ONPREM";"SQL";;"Basse";"APPLI";"DIAS";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2003 Standard (32-bit)";"01/01/1970 01:00:00";"172.20.210.20";;;"?"
"FRISOFWSTAGO";"VMOVH";"VMWARE";"VMWARE";"STAGO - ONPREM";"FW";;"Basse";"RSO";"ADE";"FRANCE/GENNEVILLIERS";"D?commissionn?";"Linux";"Other Linux (64-bit)";"01/01/1970 01:00:00";"10.222.222.18";;"frspresx012.stago.grp";
"FRINS08";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FILER";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"192.168.252.17";;"172.17.20.62";
"FRLEG01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LEGALSUITE";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.31.210.47";;"172.17.20.57";
"FRLEG99";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LEGALSUITE";;"Basse";"APPLI";"SCORY";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"bgv ";"01/01/1970 01:00:00";"172.31.210.22";;"172.17.20.68";
"FRITC01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ITCENTRAL";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.201";;"172.17.20.52";"?"
"FRLIM01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LIMS";;"Basse";"APPLI";"BOQUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.225";;"172.17.20.65";
"FRLIM97";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LIMS";;"Basse";"APPLI";"BOQUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.159";;"172.17.20.61";
"FRLIM98";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"LIMS";;"Basse";"APPLI";"BOQUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.215.93";;"172.17.20.60";
"FRM3DMP";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.23";;"172.17.20.56";
"FRM3F01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.11";;"172.17.20.56";
"FRM3F02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.12";;"172.17.20.52";
"FRM3F04";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.14";;"172.17.20.67";
"FRM3F03";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.13";;"172.17.20.65";
"FRM3F05";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.15";;"172.17.20.60";
"FRM3F06";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.16";;"172.17.20.67";
"FRM3F07";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.17";;"172.17.20.67";
"FRM3F08";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.18";;"172.17.20.67";
"FRM3F09";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.19";;"172.17.20.68";
"FRM3F10";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.50.20";;"172.17.20.62";
"FRM3F10_PRI";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.50.60";;"172.17.20.68";
"FRM3F11";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.50.21";;"172.17.20.54";
"FRM3F12";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.50.22";;"172.17.20.52";
"FRM3F90";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2016 or later (64-bit)";"01/01/1970 01:00:00";"172.31.55.100";;"172.17.20.67";
"FRM3F91";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.101";;"172.17.20.51";
"FRM3F92";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.102";;"172.17.20.51";
"FRM3F93";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.103";;"172.17.20.51";
"FRM3F95";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";;"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.105";;"172.17.20.51";
"FRM3F94";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.104";;"172.17.20.51";
"FRM3F96";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.106";;"172.17.20.51";
"FRM3F97";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.107";;"172.17.20.51";
"FRM3F99";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"M3";"Oui";"Basse";"APPLI";"BERTIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.55.109";;"172.17.20.51";
"FRMDM01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SENTRY";;"Basse";"US";"VITO";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.99.15";;"172.17.20.58";
"FRMDM02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SENTRY";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Red Hat Enterprise Linux 5 (64-bit)";"01/01/1970 01:00:00";"?";;"172.17.20.61";
"FRMDM03";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SENTRY";;"Basse";"US";"VITO";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"CentOS 4/5 or later (64-bit)";"01/01/1970 01:00:00";"172.31.99.17";;"172.17.20.58";
"FRMSDP01";"PHYSICALSTAGO";"HP Proliant Gen9";"HEWLETT PACKARD";"STAGO - ONPREM";"BCK";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Linux";"RHEL 7.8";"01/01/1970 01:00:00";"172.20.214.27";"172.20.50.28";;"?"
"FRMSDP02";"PHYSICALSTAGO";"HP Proliant Gen9";"HEWLETT PACKARD";"STAGO - ONPREM";"BCK";;"Basse";"INFRA";"GUINNEBAULT";"FRANCE/ASNI?RES/ASNI?RES LODGE";"On";"Linux";"RHEL 7.8";"01/01/1970 01:00:00";"172.20.214.28";"?";;"?"
"FRMSG22";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SKYPE";;"Basse";"PROD";"INFRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.218";;"172.17.20.68";"?"
"FRMSG23";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SKYPE";;"Basse";"PROD";"INFRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.99.40";;"172.17.20.64";"01/05/2018 00:00:00"
"FRMSG24";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"SKYPE";;"Basse";"PROD";"INFRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.182";;"172.17.20.61";
"FRMSG01";"PHYSICALSTAGO";"Dell Poweredge R520";"DELL";"STAGO - ONPREM";"DOMINO";;"Basse";"INFRA";"NAGUET";"FRANCE/GENNEVILLIERS/GENNEVILLIERS G4/G4 - RDC/Salle Serveurs
";"On";"Microsoft";"Microsoft Windows Server 2008 R2 (64-bit)";"01/01/1970 01:00:00";"172.20.210.18";;;"01/05/2018 00:00:00"
"FRMSG25";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"GFIMAILARCHIVER";;"Basse";"INFRA";"NAGUET";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"16/05/2022 11:42:54";"192.168.252.19";;"172.17.20.63";
"FRMSG52";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ARR";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.99.145";;"172.17.20.52";
"FRMSG71";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ROOMWIZARD";;"Basse";"PROD";"INFRA";"FRANCE/DATACENTER OVH/Roubaix";"D?commissionn?";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.212.242";;"172.17.20.52";
"FRMSG53";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ARR";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2012 (64-bit)";"01/01/1970 01:00:00";"172.31.99.147";;"172.17.20.64";
"FRNAC01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"NAC";;"Basse";"RSO";"OUDIN";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Other 4.x or later Linux (64-bit)";"01/01/1970 01:00:00";"172.31.212.100";;"172.17.20.65";
"FRNET01";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"BADGE / WIFI GUEST FILIALES";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Other 3.x Linux (64-bit)";"01/01/1970 01:00:00";"172.17.0.1";;"172.17.20.52";
"FRNET02";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"WIFI SYSLOG";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Red Hat Enterprise Linux 6 (64-bit)";"01/01/1970 01:00:00";"172.16.0.6";;"172.17.20.65";
"FRNET03";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"ADM - FW";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows 10 (64-bit)";"01/01/1970 01:00:00";"172.31.98.200";;"172.17.20.56";
"FRNET05";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"CHECKPOINT REPORTER";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Linux";"Other (32-bit)";"01/01/1970 01:00:00";"172.31.212.110";;"172.17.20.62";
"FRNET06";"VMOVH";"VMWARE";"VMWARE";"OVH - STAGO PROD";"FTP";;"Basse";"RSO";"ADE";"FRANCE/DATACENTER OVH/Roubaix";"On";"Microsoft";"Microsoft Windows Server 2019";"01/01/1970 01:00:00";"172.31.212.58";;"172.17.20.68";
